item_id,title,brand,user_id,rating,timestamp,sub_cat,main_cat
B00005TNI6,Final Fantasy X,"by
    
    SquareSoft",A28FX9JEO0ZJOY,5.0,"08 7, 2002",Video_Games,Electronics and Technology
B001P5HXXG,Musou Orochi Z [Japan Import],Koei,A1G4YW3GJ5NOUV,5.0,"07 9, 2017",Video_Games,Electronics and Technology
B00P31G9PQ,Amazon Drive Desktop [PC],Amazon Digital Services LLC,A1ZFK39GW5FZKB,1.0,"01 22, 2016",Software,Electronics and Technology
B000PS1HMM,Medal of Honor Airborne - PC,"by
    
    Electronic Arts",A1ULHYRVVSLFDZ,3.0,"12 20, 2009",Video_Games,Electronics and Technology
B005AAWYR2,McAfee Total Protection 2012--3 Users [Old Version],McAfee,A3BNPPBN6TUBCH,1.0,"01 6, 2014",Software,Electronics and Technology
B00BPOL5D6,6 Pairs Instant Breast Lift Up Tape+12 Nipple Cover Shaper Body Enhancement Set,,A2M9GDP8T5CZP7,1.0,"08 26, 2013",All_Beauty,Beauty and Fashion
B00WNAKEG0,"Pink Pewter Authentic Ivy No Slip No Tangle Headband, Stretch Band, Women Hair Jewelry, One Size Fits All- Bronze",Pink Pewter,A1AWGYO2D0YXL7,5.0,"04 4, 2016",All_Beauty,Beauty and Fashion
B0053B7ICO,House of the Dead OVERKILL - Extended Cut - Playstation 3,"by
    
    Sega",A2Q87SAW72XHBB,5.0,"10 25, 2016",Video_Games,Electronics and Technology
B00KOM8CS6,20 x Silicone Analog Controller Thumb Stick Grips Cap Cover For PS3 Xbox 360 Xbox One Game Accessories Replacement Parts,Gosear,A2BSFB2LNAFPY1,5.0,"01 24, 2015",Video_Games,Electronics and Technology
B00002S5QE,Steel Panthers 2: Modern Battles - PC,"by
    
    SSi",A1VTHUZIN04QQW,5.0,"08 20, 2002",Video_Games,Electronics and Technology
B00EM5UFF4,Plants vs Zombies Garden Warfare(Online Play Required) - Xbox One,"by
    
    Electronic Arts",A3142NYLG9GYYA,5.0,"05 20, 2014",Video_Games,Electronics and Technology
B00D7UHT0E,Just Dance 2014 - Nintendo Wii,"by
    
    Ubisoft",A398T5BF3UNV4Y,5.0,"11 12, 2016",Video_Games,Electronics and Technology
B01EI9XXSY,MAKE AMERICA GREAT AGAIN - 5 Panel EMBROIDERED hat - vote TRUMP 2016 (Red),The Goozler,A3LRS81DS47GPJ,5.0,"10 24, 2016",AMAZON_FASHION,Beauty and Fashion
B01369YMZA,Masquerade Mask Venetian Butterfly Shiny Metal Mardi Gras Mask Multicolor,Coxeer,A37EZO2D1F5NMC,5.0,"08 14, 2017",AMAZON_FASHION,Beauty and Fashion
B000O5DS32,Turok - Xbox 360,"by
    
    Disney Interactive Studios",A38EOXDDO3UA97,1.0,"03 27, 2008",Video_Games,Electronics and Technology
B0025KZV7A,Left 4 Dead - Game of the Year Edition -Xbox 360,"by
    
    Electronic Arts",A1XENCCWK3C5T0,5.0,"11 14, 2012",Video_Games,Electronics and Technology
B00001NFS5,Lords of Magic: Special Edition (Jewel Case),"by
    
    Sierra",A2UQN1IPTG0W5,5.0,"07 13, 2003",Video_Games,Electronics and Technology
B00B0E762U,Ciel Phantomhive Gold Ring From Black Butler,,A3U3K0KUENJ9TT,4.0,"07 12, 2013",AMAZON_FASHION,Beauty and Fashion
B0053B66KE,Pokemon Y,"by
    
    Nintendo",A3LXMC3FY13XMM,5.0,"09 20, 2016",Video_Games,Electronics and Technology
B002RMAPOA,Reef Fanning-O2 Gray Multi Sandal,Reef,APRED39X1M78Q,5.0,"11 14, 2010",AMAZON_FASHION,Beauty and Fashion
B00DBDPOZ4,Xbox One Play and Charge Kit,"by
    
    Microsoft",ANNQT4W0LWTGD,5.0,"01 16, 2017",Video_Games,Electronics and Technology
B00001LDCD,Age of Empires: Gold Edition - PC,"by
    
    Microsoft",A3DDHK7FWGEPM4,1.0,"04 22, 2015",Video_Games,Electronics and Technology
B00NDVKPIU,"Vegan Wallet Men, Slim Bifold, Cork Wallet from Portugal, Gift for Vegetarian, Rustic",Corkor,A28UBRJX740JHY,5.0,"07 19, 2016",AMAZON_FASHION,Beauty and Fashion
B003S2OO40,Megamind: Ultimate Showdown - Playstation 3,"by
    
    THQ",A2EUKHT7IGEVCD,5.0,"11 3, 2010",Video_Games,Electronics and Technology
B00269QLJ2, Call of Duty,"by
    
    Activision",A12JSY1SPEPXTC,4.0,"01 28, 2015",Video_Games,Electronics and Technology
B00VJZDC8W,"Bluetime Womens Summer Loose Sleeveless Lace Splicing High Low Tunic Top Blouse (L, Black)",BLUETIME,A1SV3Z3PMKVX5H,1.0,"10 23, 2015",AMAZON_FASHION,Beauty and Fashion
B0001Y73ZA,Karaoke Revolution: Volume 2,Konami,A1JWHHEZW1Y4OE,5.0,"12 9, 2016",Video_Games,Electronics and Technology
B0009VXBAQ,Wii,Nintendo,AP3B615GM191G,3.0,"09 9, 2009",Video_Games,Electronics and Technology
B0053OMTVQ,Tekken Hybrid - Playstation 3,"by
    
    Bandai",A3NGJKTSJ3TW76,5.0,"02 9, 2017",Video_Games,Electronics and Technology
B0002J45W8,eTrust EZ Antivirus 2005,Computer Associates,A1AH1EX6J4YU5S,4.0,"06 4, 2006",Software,Electronics and Technology
B00KVN4E8A,AmeriMark Women's Velour Robe MD (10-12) / Hunter,AmeriMark,AIHUYAJS16C2K,3.0,"01 6, 2017",AMAZON_FASHION,Beauty and Fashion
B00ZJEMT88,Afterglow LVL 5+ for PS4,"by
    
    PDP",A1143YEAZYMYHJ,5.0,"10 21, 2015",Video_Games,Electronics and Technology
B00737LF9I,Circulo By Debra Valencia Purse Plus Cell Phone Case,rose-sz,A2SPJG7DO5KVYR,4.0,"03 4, 2013",AMAZON_FASHION,Beauty and Fashion
B001B5FH9M, Hoyle Card Games 2009 [Old Version],Encore,AWPC89Y4IUAMW,1.0,"11 1, 2008",Video_Games,Electronics and Technology
B003O68WPW,Lottso! Deluxe [Download],"by
    
    Oberon Media",A2CA2CQSXHHWCU,1.0,"10 30, 2015",Video_Games,Electronics and Technology
B00N26VIE6,Legendary Whitetails Mens Deer Camp Fleece Lined Shirt Jac Navy Large Tall,,A155E6PQ1EO3NO,5.0,"10 23, 2016",AMAZON_FASHION,Beauty and Fashion
B005GWU1BA,NCIS - PC,"by
    
    Ubisoft",A3RXYQ0JP44Y6B,1.0,"02 27, 2013",Video_Games,Electronics and Technology
B013R8BIWU,EGELEXY Baby Tie Striped Vest Formal Wear Wedding Baby Boy Romper Oneise,EGELEXY,AM7HZKJVCR39Z,5.0,"04 18, 2018",AMAZON_FASHION,Beauty and Fashion
B0194PD6O8,"Myobe Women's Long Sleeve Striped Shirt Crew Neck colorful Lace Back Tops Blouse (XL, Wine)",Myobe,AMEXX4CNIWAWW,5.0,"04 19, 2016",AMAZON_FASHION,Beauty and Fashion
B000HKGD4A,Rollercoaster Tycoon 3 Platinum - PC,"by
    
    Atari",A1HIZ0LKBD6X8B,5.0,"08 3, 2015",Video_Games,Electronics and Technology
B00C7103DO,Batman: Arkham Origins - Playstation 3,"by
    
    WB Games",A26NMCOK34QWW3,5.0,"11 9, 2013",Video_Games,Electronics and Technology
B00EEMLMW0,Call of Duty: Ghosts Hardened Edition - PlayStation 4,"by
    
    Activision",A3FV4WQOH13A72,5.0,"08 18, 2017",Video_Games,Electronics and Technology
B00291C04M, Bakugan Battle Brawlers - Nintendo Wii,"by
    
    Activision",A3LC54GKUJ2WHF,5.0,"04 13, 2010",Video_Games,Electronics and Technology
B000VOE466,Mad Catz V.7 Keyboard for PC,Mad Catz,A38DMPKT12RVTH,1.0,"08 18, 2009",Video_Games,Electronics and Technology
B013X9HA7K,The Legend of Zelda: TriForce Heroes - 3DS,"by
    
    Nintendo",A1OLAJZ1GTNGU4,4.0,"02 23, 2016",Video_Games,Electronics and Technology
B01EZAA2ZI,Call Of Duty: Infinite Warfare - Legacy Edition - PS4 [Digital Code],"by
    
    Activision",AE2U3WXH0IMYQ,5.0,"12 19, 2016",Video_Games,Electronics and Technology
B001EWEP9A," Mitchum Smart Solid Clinical Performance, Unscented, 2.5-Ounce (Pack of 4) ",Mitchum,A1CM4SHPLYKZHO,1.0,"03 15, 2016",All_Beauty,Beauty and Fashion
B005FDK7J6,Parallels Desktop 7 for Mac [Old Version],Parallels Software,A1URDWHI6IG841,5.0,"02 23, 2012",Software,Electronics and Technology
B01A80I4M2,"Z-joyee Unisex Kids'USB Rechargeable LED Sport Shoes Flashing Fashion Sneakers, Pink, 5.5 M Big Kid/37",Z-joyee,A2CJOV5CYR33WO,5.0,"05 16, 2016",AMAZON_FASHION,Beauty and Fashion
B0189H1QKS,TECHNIC GET GORGEOUS HIGHLIGHTER Shimmer Compact Highlighting Shimmering Powder by Technic,Technic,AFADXZJYP5VHW,2.0,"05 31, 2018",All_Beauty,Beauty and Fashion
B000063N9T,The Three Stooges,METRO 3D,AR9RRNMHCRAQ7,4.0,"03 28, 2002",Video_Games,Electronics and Technology
B00178630A,Diablo III,"by
    
    Blizzard Entertainment",A13TQDBE7IQNAA,5.0,"06 20, 2014",Video_Games,Electronics and Technology
B00MAO8OQ6,"SteelSeries Stratus Wireless Gaming Controller for iPhone, iPad, and iPod Touch - Black (Certified Refurbished)",SteelSeries,A16IRF8HFS4LVH,5.0,"09 18, 2014",Video_Games,Electronics and Technology
B00005NIOW,"<span class=""a-size-medium a-color-secondary""","Sunset Media Holdings, LLC",A1M7XPFGHC3BDF,5.0,"11 2, 2016",Magazine_Subscriptions,Media and Entertainment
B00V7FRYBK,Halftee Nursing 1/2 Sleeve Layering Built In Bra Reversible Scoop Neck Tee Shirt,Halftee,AJA2ALIKED4LY,5.0,"08 30, 2015",AMAZON_FASHION,Beauty and Fashion
B00000JL60,Myst - PC,"by
    
    Ubisoft",A2SCSINDYYS1EJ,5.0,"06 9, 2000",Video_Games,Electronics and Technology
B017VTDS5G,JOYEASYBUY Women's Elegant Colorblock Contrast Patchwork Wear to Work Bodycon Dress Blue Medium,JOYEASYBUY,AT4LVVARI5L4V,5.0,"05 26, 2016",AMAZON_FASHION,Beauty and Fashion
B00009RB11,Mens Electric Razor,Norelco,A3SDJ70H00OQCJ,5.0,"11 5, 2005",All_Beauty,Beauty and Fashion
B00CM0SBK2,Metal Red Xbox 360 Wireless/Wired Controller Custom Analog Thumbsticks/ Thumb Sticks,E-MODS GAMING,A1W757PZY6ZDG3,5.0,"08 9, 2017",Video_Games,Electronics and Technology
B00VQQEEBI,"Hanes Mens Short Sleeve Crew Shirt and Woven Pajama Pants Set, Medium, Blue Shirt with Red Pants",,A37ZDHKBYAPNNR,4.0,"01 30, 2016",AMAZON_FASHION,Beauty and Fashion
B001UWGEB6,Guitar Hero Van Halen - Nintendo Wii,"by
    
    Activision",A2RHFAVLTO8KJ5,5.0,"07 6, 2014",Video_Games,Electronics and Technology
B00QKZP40A,Biker Life USA Men's 2015 Sturgis Orange Skull Cutoff Denim,Biker Life Clothing,A7HV5XQURNSFQ,5.0,"02 26, 2016",AMAZON_FASHION,Beauty and Fashion
B00005QBX9,Xbox Wireless Network Adapter MN740,"by
    
    Microsoft",A3ESW7SXKL9S7T,1.0,"02 13, 2009",Video_Games,Electronics and Technology
B007Q263GA,Nintendo Gameboy Color Soft Carrying Case,,A10L7QIDE9UF11,5.0,"03 20, 2017",Video_Games,Electronics and Technology
B00QI2WPJ8,G710 Mechanical Gaming Keyboard,Logitech,A356DTD4E7WJX5,4.0,"04 6, 2016",Video_Games,Electronics and Technology
B00E6LJAOG,Quicken Home and Business 2014 [Old Version],Intuit,A1X8B4H5A5N8HB,5.0,"01 15, 2014",Software,Electronics and Technology
B00KWJ4JW4,Final Fantasy Type-0 HD - PlayStation 4,"by
    
    Square Enix",A1BOUU6DFD4R4V,4.0,"03 19, 2015",Video_Games,Electronics and Technology
B00T730PL0,"SheIn Women's Spaghetti Strap Backless Maxi Red Dress (M, Red)",,A1534NARMT6TWM,2.0,"05 24, 2015",AMAZON_FASHION,Beauty and Fashion
B000ELV3OW,Garmin n&uuml;vi Travel Guide Europe Street Map microSD Card,Garmin,AI4E03IJ59379,1.0,"08 23, 2007",Software,Electronics and Technology
B00UA55L68,Farming Simulator 15 - Xbox One,"by
    
    Maximum Games",A3DKR14PW31UZQ,5.0,"06 4, 2015",Video_Games,Electronics and Technology
B00KNBH8QA,(Lot of 3) Brand New Avon Men's Body Talc Powders Black Suede 2.65 oz/75g,USA,A1YMHF6TM8JGLW,5.0,"11 15, 2014",All_Beauty,Beauty and Fashion
B000GPVUK8,Tiger Woods PGA Tour 07 - PlayStation 2,"by
    
    Electronic Arts",A28TW79EMD339Z,3.0,"12 20, 2006",Video_Games,Electronics and Technology
B00M9TD584,Assassin's Creed Rogue- PlayStation 3,"by
    
    Ubisoft",A30PW9CPT5IOJ5,5.0,"07 24, 2015",Video_Games,Electronics and Technology
B011JG1K3E,"Eyelash Growth Serum for Long Eyelashes From Uptown Cosmeceuticals Contains Stem Cell &amp; Myristoyl Pentapeptide-17, Dermatologist Lab Tested Lash &amp; Eyebrow Growth Formula, 4 Months Supply, 3.5ml",RightChoiceMarket,A3D0DRCX3JOZL4,5.0,"11 12, 2015",All_Beauty,Beauty and Fashion
B010BWD99K,Resident Evil HD Remaster - Xbox 360 Digital Code,"by
    
    Capcom",A4N4WUE711SYP,5.0,"01 15, 2016",Video_Games,Electronics and Technology
B00BLGCG2W,New Interchangeable Power Charging Adapter &amp; Cable for Nintendo Wii U GamePad,IDS Home,A3MREY0FWW84OT,2.0,"06 7, 2015",Video_Games,Electronics and Technology
B014GV46Y4,Easytle New 5pcs Colors Stylus Touch Pen For Nintendo 3DS XL LL,"by
    
    Easytle",A1U8YP67M46EDY,5.0,"08 15, 2016",Video_Games,Electronics and Technology
B00L0J7DUK,Nextec Compatible Bluray Drive Replacement for Nintendo 3350 GB Model + Nextec Torx T10 Screwdriver &hellip;,nextec,A298KVUHAUNOIK,5.0,"04 12, 2017",Video_Games,Electronics and Technology
B01AC3ZE5K,Nintendo Selects: Super Mario All-Stars,"by
    
    Nintendo",A23BP9CLSX0LS2,5.0,"06 4, 2016",Video_Games,Electronics and Technology
B000BLM5PG,Saints Row (Platinum Hits),"by
    
    THQ",A38F96T6FGDYA5,3.0,"09 22, 2006",Video_Games,Electronics and Technology
B00H5V9S6E,Rayman Legends - PlayStation 4 Standard Edition,"by
    
    Ubisoft",A2WK56V3NU9ZTB,5.0,"02 24, 2014",Video_Games,Electronics and Technology
B005FIWT74,Quicken Deluxe 2012,Intuit,A1314FFQWN2U9G,5.0,"03 31, 2012",Software,Electronics and Technology
B00ZW3SCF0,LaSuiveur Womens Crop Top Midi Skirt Outfit Two Piece Bodycon Bandage Dress,LaSuiveur,A2TE36B98Y72RR,4.0,"04 29, 2016",AMAZON_FASHION,Beauty and Fashion
B00005JS5C,Panasonic Bikini Shaper and Trimmer for Women ES246AC; Compact; Portable Design with Adjustable Trim Settings; Battery Operated,Panasonic,A3A4X3E41DEQYM,5.0,"07 29, 2015",All_Beauty,Beauty and Fashion
B001CPFWI2,Sony Vegas Movie Studio Platinum 9  [OLD VERSION],Sony Creative Software,A3OXHLG6DIBRW8,5.0,"09 5, 2008",Software,Electronics and Technology
B000AMFEHM,Friends: The One With All the Trivia - PC,"by
    
    Warner Home Video",A2SI3F5LNCTE7F,2.0,"01 19, 2006",Video_Games,Electronics and Technology
B00FZ0E0HE,Webroot Antivirus 2018 | 3 Device | 1 Year | PC Download [Obsolete],Webroot,A2M5YMN2MZ3WIP,5.0,"07 24, 2017",Software,Electronics and Technology
B001MIZNH4,Tradewinds 2 [Download],"by
    
    Sandlot Games",A2WWCYGPKTGC6D,3.0,"05 16, 2011",Video_Games,Electronics and Technology
B001B5J7T8,Dragon NaturallySpeaking 10 Standard (Old Version),Nuance Dragon,A2H0JHGQDL6NW4,5.0,"11 29, 2008",Software,Electronics and Technology
